Name EN,Name ZH
NBA Live 95 (USA),NBA现场直播赛'95
NBA Live 96 (Europe),NBA现场直播赛'96
NBA Live 96 (USA),NBA现场直播赛'96
NBA Live 97 (Europe),NBA现场直播赛'97
NBA Live 97 (USA),NBA现场直播赛'97
NBA Live 98 (USA),NBA现场直播赛'98
NBA Pro Basketball - Bulls vs Blazers and the NBA Playoffs (Japan),NBA专业篮球-公牛对开拓者
NBA Pro Basketball '94 - Bulls vs Suns (Japan),NBA专业篮球'94-公牛对太阳
NBA Showdown (USA),NBA篮球-最后王牌
NCAA Basketball (USA),美国大学篮球
NCAA Basketball (USA) (Rev 1),美国大学篮球
NCAA Final Four Basketball (USA),美国大学篮球-最后时刻
NCAA Football (USA),美国大学足球赛
Nekketsu Tairiku - Burning Heroes (Japan),热血大陆
Neugier - Umi to Kaze no Kodou (Japan),大地勇士-海与风的鼓动
New 3D Golf Simulation - Devil's Course (Japan),新3D高尔夫模拟-魔鬼球场
New 3D Golf Simulation - Harukanaru Augusta (Japan),新3D高尔夫模拟-遥远的奥古斯塔
New 3D Golf Simulation - Harukanaru Augusta (Japan) (Rev 1),新3D高尔夫模拟-遥远的奥古斯塔
New 3D Golf Simulation - Pebble Beach no Hatou (Japan),新3D高尔夫模拟-圆石滩的挑战
New 3D Golf Simulation - Waialae no Kiseki (Japan),新3D高尔夫模拟-怀阿莱的奇迹
New Yatterman - Nandai Kandai Yajirobee (Japan),新亚达超人
Newman Haas IndyCar featuring Nigel Mansell (Europe),新人类印地安赛车
Newman Haas IndyCar featuring Nigel Mansell (USA),新人类印地安赛车
NFL Football (Europe),NFL美式足球
NFL Football (Japan) (En),NFL美式足球
NFL Football (USA),NFL美式足球
NFL Pro Football '94 (Japan),NFL专业美式足球'94
NFL Quarterback Club (Europe),NFL四分卫俱乐部
NFL Quarterback Club (USA),NFL四分卫俱乐部
NFL Quarterback Club '95 (Japan) (En),NFL四分卫俱乐部'95
NFL Quarterback Club 96 (Europe),NFL四分卫俱乐部'96
NFL Quarterback Club 96 (Japan) (En),NFL四分卫俱乐部'96
NFL Quarterback Club 96 (USA),NFL四分卫俱乐部'96
NHL '94 (USA),NHL冰上曲棍球'94
NHL 95 (Europe),NHL冰上曲棍球'95
NHL 95 (USA),NHL冰上曲棍球'95
NHL 96 (Europe),NHL冰上曲棍球'96
NHL 96 (USA),NHL冰上曲棍球'96
NHL 97 (Europe),NHL冰上曲棍球'97
NHL 97 (Europe) (Rev 1),NHL冰上曲棍球'97
NHL 97 (USA),NHL冰上曲棍球'97
NHL 98 (USA),NHL冰上曲棍球'98
NHL Hockey '94 (Europe),NHL冰球'94
NHL Pro Hockey '94 (Japan),NHL专业冰上曲棍球
"NHL Stanley Cup (USA) (En,Fr)",NHL史丹利盃冰棍赛
NHLPA Hockey 93 (Europe),NHL-PA冰棍赛'93
NHLPA Hockey 93 (USA),NHL-PA冰棍赛'93
Nice de Shot (Japan),漂亮一杆
Nichibutsu Arcade Classics (Japan),怀旧大型电玩3合1
Nichibutsu Arcade Classics 2 - Heiankyou Alien (Japan),怀旧大型电玩2-平安京
Nichibutsu Collection 1 (Japan),祇园花+攻略赌城
Nichibutsu Collection 2 (Japan),超级五目将棋+麻雀繁盛记
Nickelodeon GUTS (USA),趣味运动竞技
Nigel Mansell F-1 Challenge (Japan),尼吉尔的F1挑战
Nigel Mansell IndyCar (Japan) (En),尼格尔·曼塞尔的F1挑战赛
Nigel Mansell's World Championship Racing (Europe),尼吉尔世界冠军赛车
Nigel Mansell's World Championship Racing (Germany) (En),尼吉尔世界冠军赛车
Nigel Mansell's World Championship Racing (Europe) (Rev 1),尼吉尔世界冠军赛车
Nigel Mansell's World Championship Racing (USA),尼吉尔世界冠军赛车
Ninja Gaiden Trilogy (USA),忍者龙剑传3合1
Ninja Ryuuken Den Tomoe (Japan),忍者龙剑传3合1
Ninjawarriors (USA),忍者战士-归来
Ninjawarriors - The New Generation (Europe),忍者战士-归来
"Ninjawarriors Again, The (Japan)",忍者战士-归来
Nintama Rantarou (Japan),忍者乱太郎1
Nintama Rantarou 2 (Japan),忍者乱太郎2
Nintama Rantarou 3 (Japan),忍者乱太郎3
Nintama Rantarou Special (Japan),忍者乱太郎特别版
Nintendo Power Menu Program (Japan) (NP),任天堂下载系统选单
Nintendo Power Menu Program (Japan) (Rev 1) (NP),任天堂下载系统选单
Nintendo Scope 6 (Europe),任天堂视野6
Nishijin Pachinko 3 (Japan),西阵柏青哥3
Nishijin Pachinko Monogatari (Japan),西阵柏青哥物语1
Nishijin Pachinko Monogatari 2 (Japan),西阵柏青哥物语2
Nitropunks - Might Heads (Japan),阿飞的魔法头
No Escape (USA),无路可退
Nobunaga no Yabou - Haouden (Japan),信长之野望-霸王传
Nobunaga no Yabou - Haouden (Japan) (Rev 1),信长之野望-霸王传
Nobunaga no Yabou - Tenshouki (Japan),信长之野望-天翔记
Nobunaga's Ambition (USA),信长之野望
Nolan Ryan's Baseball (USA),诺兰·莱恩的棒球
Nomark Baku Haitou - Shijou Saikyou no Janshi-tachi (Japan),爆牌党
Nontan to Issho - Kurukuru Puzzle (Japan),克鲁克鲁方块
Nosferatu (Japan),古城救美
Nosferatu (USA),古城救美
Numbers Paradise (Japan),猜数字大赛
Obitus (USA),黑暗元素
Oda Nobunaga - Haou no Gundan (Japan),织田信长-霸王之军团
Odekake Lester - Lelele no Le (^^; (Japan),惊异之旅
Oekaki Logic (Japan) (NP),逻辑绘图方块NP版
Oekaki Logic 2 (Japan) (NP),逻辑绘图方块NP版2
Ogre Battle - The March of the Black Queen (USA),皇家骑士团
Okamoto Ayako to Match Play Golf - Ko Olina Golf Club in Hawaii (Japan),刚本绫子高尔夫
Olivia no Mystery (Japan),动感拼图
Olympic Summer Games (Europe),夏季奥运'96
Olympic Summer Games (USA),夏季奥运'96
On the Ball (Europe),360度转球
On the Ball (USA),360度转球
Ongaku Tsukuru Kanadeeru (Japan),音乐编曲大师
Onizuka Katsuya Super Virtual Boxing - Shin Kentou Ou Densetsu (Japan),鬼塚胜也-真斗拳王传说
Oomono Black Bass Fishing - Jinzouko Hen (Japan),湖钓超大黑鲈鱼
Oonita Atsushi FMW (Japan),日本异种格斗大赛
Oozumou Spirits (Japan),大相扑之魂
Operation Europe - Path to Victory 1939-45 (USA),欧洲行动-胜利之路1939-45
Operation Logic Bomb - The Ultimate Search & Destroy (Europe),怒之要塞
Operation Logic Bomb - The Ultimate Search & Destroy (USA),怒之要塞
Operation Starfi5h (Europe),星际行动
Operation Thunderbolt (USA),魔鬼任务
Oraga Land Shusai - Best Farmer Shuukakusai (Japan),三吉的收穫祭
Oscar (Europe),小子欧西嘉
Oscar (USA),小子欧西嘉
Ossu!! Karate-bu (Japan),押忍空手部
Othello World (Japan),黑白棋
Otoboke Ninja Colosseum (Japan),轰炸忍者超人
Otogirisou (Japan),第切草
Ou-chan no Oekaki Logic (Japan),逻辑绘图方块
Out of This World (USA),逃离异世界
Out to Lunch (USA),逃跑的午餐
Outer World (Japan),逃离异世界
Outlander (Europe),国外跑车赛
Outlander (USA),国外跑车赛
P-Man (Japan),原始人大冒险
P.T.O. - Pacific Theater of Operations (USA),太平洋战争-战区行动
P.T.O. II - Pacific Theater of Operations (USA),太平洋战争2-战区行动
Pac-Attack (Europe),小精灵方块
Pac-Attack (USA),小精灵方块
Pac-In-Time (Europe),小精灵大进击
Pac-In-Time (Japan),小精灵大进击
Pac-In-Time (USA),小精灵大进击
Pac-Man 2 - The New Adventures (Europe),小精灵2-新的冒险
Pac-Man 2 - The New Adventures (France),小精灵2-新的冒险
Pac-Man 2 - The New Adventures (Germany),小精灵2-新的冒险
Pac-Man 2 - The New Adventures (USA),小精灵2-新的冒险
Pachi-Slot Gambler (Japan),柏青哥赌徒
Pachi-Slot Kanzen Kouryaku - Universal Shindai Nyuuka Volume 1 (Japan),水果盘完全攻略
Pachi-Slot Kenkyuu (Japan),水果盘研究
Pachi-Slot Land - Pachipachi Coin no Densetsu (Japan),水果盘岛
Pachi-Slot Love Story (Japan),水果盘-爱的故事
Pachi-Slot Monogatari - PAL Kougyou Special (Japan),水果盘物语
Pachi-Slot Monogatari - Universal Special (Japan),水果盘物语-通用版
Pachinko Challenger (Japan),柏青哥挑战者
Pachinko Fan - Shouri Sengen (Japan),柏青哥迷-胜利宣言
Pachinko Maruhi Hisshouhou (Japan),柏青哥秘密必胜法
Pachinko Monogatari - Pachi-Slot mo Aru deyo!! (Japan),柏青哥物语
Pachinko Monogatari 2 - Nagoya Shachihoko no Teiou (Japan),柏青哥物语2
Pachinko Ren-chan Tengoku - Super CR Special (Japan),柏青哥-连庄天国
Pachinko Tetsujin - Nanaban Shoubu (Japan),柏青哥铁人-七番胜负
Pachinko Wars (Japan),柏青哥大战
Pachinko Wars II (Japan),柏青哥大战2
Pachio-kun Special (Japan),柏青哥君-特别版
Pachio-kun Special 2 (Japan),柏青哥君-特别版2
Pachio-kun Special 3 (Japan),柏青哥君-特别版3
"Packy & Marlon (USA) (En,Fr,Es)",大象乐园
"Pagemaster, The (Europe)",魔法大圣
"Pagemaster, The (USA)",魔法大圣
Paladin's Quest (USA),魔星谜踪
Panel de Pon (Japan),花仙子方块
Panic in Nakayoshi World (Japan),美少女抢救大作战
Paperboy 2 (Europe),送报僮2
Paperboy 2 (USA),送报僮2
Parlor! Mini - Pachinko Jikki Simulation Game (Japan),迷你柏青哥实机测试1
Parlor! Mini - Pachinko Jikki Simulation Game (Japan) (Rev 1),迷你柏青哥实机测试1
Parlor! Mini 2 - Pachinko Jikki Simulation Game (Japan),迷你柏青哥实机测试2
Parlor! Mini 3 - Pachinko Jikki Simulation Game (Japan),迷你柏青哥实机测试3
Parlor! Mini 4 - Pachinko Jikki Simulation Game (Japan),迷你柏青哥实机测试4
Parlor! Mini 5 - Pachinko Jikki Simulation Game (Japan),迷你柏青哥实机测试5
Parlor! Mini 6 - Pachinko Jikki Simulation Game (Japan),迷你柏青哥实机测试6
Parlor! Mini 7 - Pachinko Jikki Simulation Game (Japan),迷你柏青哥实机测试7
Parlor! Parlor! (Japan),柏青哥Parlor
Parlor! Parlor! 2 (Japan),柏青哥Parlor2
Parlor! Parlor! 3 (Japan),柏青哥Parlor3
Parlor! Parlor! 5 (Japan),柏青哥Parlor5
Parlor! Parlor! IV CR (Japan),柏青哥Parlor4-CR
Parodius (Europe),疯狂大射击
Parodius Da! - Shinwa kara Owarai e (Japan),疯狂大射击
"Peace Keepers, The (USA)",快打刑事-和平守护者
Pebble Beach no Hatou New - Tournament Edition (Japan),海岸高尔夫球2
PGA European Tour (Europe),PGA高尔夫欧洲公开赛
PGA European Tour (USA),PGA高尔夫欧洲公开赛
PGA Tour 96 (Europe),PGA高尔夫公开赛'96
PGA Tour 96 (USA),PGA高尔夫公开赛'96
PGA Tour Golf (Europe),PGA高尔夫公开赛
PGA Tour Golf (Japan) (En),PGA高尔夫公开赛
PGA Tour Golf (USA),PGA高尔夫公开赛
Phalanx (Europe),激空战机
Phalanx (USA),激空战机
Phalanx - The Enforce Fighter A-144 (Japan) (En),激空战机A-144
"Phantom 2040 (Europe) (En,Fr,De)",幽魂2040
Phantom 2040 (USA),幽魂2040
Picross NP Vol. 1 (Japan) (NP),任天堂逻辑绘图1
Picross NP Vol. 2 (Japan) (NP),任天堂逻辑绘图2
Picross NP Vol. 2 (Japan) (Rev 1) (NP),任天堂逻辑绘图2
Picross NP Vol. 3 (Japan) (NP),任天堂逻辑绘图3
Picross NP Vol. 4 (Japan) (NP),任天堂逻辑绘图4
Picross NP Vol. 5 (Japan) (NP),任天堂逻辑绘图5
Picross NP Vol. 6 (Japan) (NP),任天堂逻辑绘图6
Picross NP Vol. 7 (Japan) (NP),任天堂逻辑绘图7
Picross NP Vol. 8 (Japan) (NP),任天堂逻辑绘图8
Pieces (USA),对战拼图
Pierre le Chef is... Out to Lunch (Europe),皮埃尔大厨-逃跑的午餐
Pikiinya! (Japan),企鹅方块
Pilotwings (Europe),飞行俱乐部
Pilotwings (Japan),飞行俱乐部
Pilotwings (USA),飞行俱乐部
Pinball Dreams (Europe),梦幻弹珠台
Pinball Dreams (USA),梦幻弹珠台
Pinball Fantasies (Europe),幻想弹珠台
Pinball Fantasies (USA),幻想弹珠台
Pinball Pinball (Japan),弹珠台
Pink Goes to Hollywood (Europe),粉红豹闯好莱坞
Pink Goes to Hollywood (USA),粉红豹闯好莱坞
Pink Panther (Japan) (En),顽皮豹好莱乌冒险
Pinocchio (Europe),木偶奇遇记
Pinocchio (Japan),木偶奇遇记
Pinocchio (USA),木偶奇遇记
Pipe Dream (Japan),水管狂想记
"Pirates of Dark Water, The (Europe)",黑暗之水
"Pirates of Dark Water, The (USA)",黑暗之水
Pit-Fighter (Europe),街头地下格斗
Pit-Fighter (USA),街头地下格斗
Pitfall - Maya no Daibouken (Japan) (En),玛亚冒险
Pitfall - The Mayan Adventure (Europe),玛亚冒险
Pitfall - The Mayan Adventure (USA),玛亚冒险
"Planet's Champ TG 3000, The (Japan)",行星杯赛车3000
Power Rangers (Europe),恐龙战队
Red October (Japan),猎杀红色十月
Street Sports - Jammit (USA),杰米1对1街头篮球
Archer Maclean's Super Dropzone (Europe),宇宙太空人
Chou Gojira - Super Godzilla (Japan),超级哥斯拉
Chou Gojira - Super Godzilla (Japan) (Rev 1),超级哥斯拉
Garry Kitchen's Super Battletank (Europe),加里基钦超级战斗坦克
Garry Kitchen's Super Battletank - War in the Gulf (USA),加里基钦超级战斗坦克-海湾战争
Garry Kitchen's Super Battletank - War in the Gulf (USA) (Rev 1),加里基钦超级战斗坦克-海湾战争
Looney Tunes - Road Runner (Europe),乐一通-奔奔
Looney Tunes - Road Runner vs Wile E. Coyote (Japan) (En),乐一通-奔奔大战歪心狼
MVP Baseball (Japan) (En),MVP棒球
Plok (Europe),普罗克大冒险
"Plok (France) (En,Fr)",普罗克大冒险
Plok (Germany),普罗克大冒险
Plok (USA),普罗克大冒险
Plok! (Japan),普罗克大冒险
Pocky & Rocky (Europe),奇奇怪界
Pocky & Rocky (USA),奇奇怪界
Pocky & Rocky 2 (Europe),奇奇怪界2
Pocky & Rocky 2 (USA),奇奇怪界2
Pokonyan! - Henpokorin Adventure (Japan),叮噹猫
Pop'n TwinBee (Europe),兵蜂
Pop'n TwinBee (Japan),兵蜂
Pop'n TwinBee - Rainbow Bell Adventures (Europe),兵蜂-彩虹铃铛大冒险
Pop'n TwinBee - Rainbow Bell Adventures (Germany) (En),兵蜂-彩虹铃铛大冒险
Popeye - Ijiwaru Majo Sea Hag no Maki (Japan),大力水手
Popful Mail (Japan),波奇物语
Popoitto Hebereke (Japan),魔法气泡奇特版
Populous (Europe),诸神世纪
Populous (Japan),诸神世纪
Populous (USA),诸神世纪
Populous II - Trials of the Olympian Gods (Europe),诸神世纪2
Populous II - Trials of the Olympian Gods (Germany),诸神世纪2
Populous II - Trials of the Olympian Gods (Japan),诸神世纪2
Porky Pig's Haunted Holiday (Europe),猪小弟的万圣节冒险
Porky Pig's Haunted Holiday (USA),猪小弟的万圣节冒险
Power Athlete (Japan) (En),超能战士
"Power Drive (Europe) (En,Fr,De,Es,Pt)",威力赛车
Power Instinct (USA),豪血寺一族
Power Lode Runner (Japan) (NP),掏金者加强版
Power Moves (USA),超能战士
Power of the Hired (Japan),魔兽使传说
Power Piggs of the Dark Age (Europe),猪战士
Power Piggs of the Dark Age (USA),猪战士
Power Rangers Zeo - Battle Racers (Europe),金刚战士赛车
Power Rangers Zeo - Battle Racers (USA),金刚战士赛车
Power Soukoban (Japan),仓库番加强版
PowerMonger (Europe),权力征战
PowerMonger - Mashou no Bouryaku (Japan),权力征战-梦想的谋略
"Prehistorik Man (Europe) (En,Fr,De)",原始人大进击
"Prehistorik Man (USA) (En,Fr,Es)",原始人大进击
Primal Rage (Europe),恐龙格斗
Primal Rage (USA),恐龙格斗
Prince of Persia (Europe),波斯王子
Prince of Persia (Japan),波斯王子
Prince of Persia (USA),波斯王子
Prince of Persia 2 (Europe),波斯王子2
Prince of Persia 2 (USA),波斯王子2
Princess Maker - Legend of Another World (Japan),美少女梦工厂
Princess Minerva (Japan),智王传说
Pro Football (Japan) (En),专业美式足球
Pro Football '93 (Japan),专业美式足球'93
Pro Kishi Jinsei Simulation - Shougi no Hanamichi (Japan),将棋之花道
Pro Mahjong Kiwame (Japan),极麻雀
Pro Mahjong Kiwame II (Japan),极麻雀2
Pro Mahjong Kiwame II (Japan) (Rev 1),极麻雀2
Pro Mahjong Kiwame III (Japan),极麻雀3
Pro Mahjong Tsuwamono (Japan),麻雀兵法
Pro Mahjong Tsuwamono (Japan) (Renkaban),麻雀兵法
Pro Quarterback (USA),专业四分卫
Pro Soccer (Japan),专业足球
Pro Sport Hockey (USA),专业冰上曲棍球
Pro Yakyuu Nettou - Puzzle Stadium (Japan),热斗野球方块
Pro Yakyuu Star (Japan),野球之星
Psycho Dream (Japan),虚幻之梦
"Push-Over (Europe) (En,Fr,De,Es)",益智推骨牌
Push-Over (USA),益智推骨牌
Putty Moon (Japan) (En),点点君
Putty Squad (Europe),点点君大进击
Puzzle Bobble (Japan),泡泡龙射波
Puzzle Bobble - Bust-A-Move (Europe),泡泡龙-爆破移位
Puzzle Nintama Rantarou - Ninjutsu Gakuen Puzzle Taikai no Dan (Japan),忍者乱太郎-忍术学院拼图大赛
Puzzle'n Desu! (Japan),欢乐推方块
Q-bert 3 (Japan),立体跳方块3
Q-bert 3 (USA),立体跳方块3
R-Type III (Europe),异形战机3
R-Type III (USA),异形战机3
R-Type III - The Third Lightning (Japan) (En),异形战机3-第三闪电
R.P.M. Racing (Japan) (En),RPM赛车
Race Drivin' (Europe),立体跑车大赛
Race Drivin' (USA),立体跑车大赛
Radical Psycho Machine Racing (USA),疯狂赛车
Radical Rex (Europe),雷克斯龙冒险
Radical Rex (USA),雷克斯龙冒险
Raiden Densetsu (Japan) (En),雷电传说
Raiden Trad (USA),雷电传说
Ramos Ruy no World Wide Soccer (Japan) (En),拉蒙斯的世界足球
Rampart (USA),堡垒守卫战
Ranma 1-2 (Europe),乱马1-2爆裂乱斗篇
Ranma 1-2 (France),乱马1-2爆裂乱斗篇
Ranma 1-2 - Akanekodan Teki Hihou (Japan),乱马1-2-朱猫团的秘宝
Ranma 1-2 - Bakuretsu Rantou Hen (Japan),乱马1-2爆裂乱斗篇
Ranma 1-2 - Chougi Ranbu Hen (Japan),乱马1-2超技乱舞篇
Ranma 1-2 - Chounai Gekitou Hen (Japan),乱马1-2町内激斗篇
Ranma 1-2 - Hard Battle (USA),乱马1-2爆裂乱斗篇
Ranma 1-2 - Ougi Jaanken (Japan),乱马1-2奥义邪暗拳
"Rap Jam - Volume One (USA) (En,Fr,Es)",篮球一对一
Realm (Europe),雷霆英豪
Realm (USA),雷霆英豪
Redline F-1 Racer (USA),F1赛车-红线的那一端
Rejoice - Aretha Oukoku no Kanata (Japan),阿蕾莎外传
Relief Pitcher (USA),投打大赛
"Ren & Stimpy Show, The - Buckeroo$! (USA)",雷恩与史地皮-牛仔
"Ren & Stimpy Show, The - Fire Dogs (USA)",雷恩与史地皮-消防犬
"Ren & Stimpy Show, The - Time Warp (Europe)",雷恩与史地皮-扭曲时间
"Ren & Stimpy Show, The - Time Warp (USA)",雷恩与史地皮-扭曲时间
"Ren & Stimpy Show, The - Veediots! (Europe)",雷恩与史地皮-疯狂家庭
"Ren & Stimpy Show, The - Veediots! (USA)",雷恩与史地皮-疯狂家庭
Rendering Ranger R2 (Japan) (En),未来骑警R2
Res Arcana - Diana Ray - Uranai no Meikyuu (Japan),占卜迷宫
Return of Double Dragon (Japan) (En),双截龙归来
Revolution X (Europe),X革命
Revolution X (Germany),X革命
Revolution X (Japan) (En),X革命
Revolution X (USA),X革命
"Rex Ronan - Experimental Surgeon (USA) (En,Es)",联合缩小军
Riddick Bowe Boxing (Japan) (En),瑞迪克拳击
Riddick Bowe Boxing (USA),瑞迪克拳击
Rin Kaihou Kudan no Igo Taidou (Japan),定碁大道
Ring ni Kakero (Japan) (NP),热斗神拳
Rise of the Phoenix (USA),昇凤传
Rise of the Robots (Europe),昇刚机器人
Rise of the Robots (Japan) (En),昇刚机器人
Rise of the Robots (USA),昇刚机器人
Rival Turf (Europe),快打刑事
Rival Turf! (USA),快打刑事
Road Riot 4WD (Europe),4轮越野赛车
Road Riot 4WD (USA),4轮越野赛车
Road Runner's Death Valley Rally (USA),BB鸟与大野狼
RoboCop 3 (Europe),机器战警3
RoboCop 3 (USA),机器战警3
RoboCop Versus The Terminator (Europe),机器战警VS终结者
RoboCop Versus The Terminator (USA),机器战警VS终结者
Robotrek (USA),勇者机器人
Rock 'N' Roll Racing (Europe),摇滚赛车
Rock N' Roll Racing (Japan),摇滚赛车
Rock N' Roll Racing (USA),摇滚赛车
"Rocketeer, The (USA)",火箭人
Rockman & Forte (Japan),洛克人与佛鲁迪
Rockman 7 - Shukumei no Taiketsu! (Japan),洛克人7
Rockman X (Japan),洛克人X
Rockman X (Japan) (Rev 1),洛克人X
Rockman X2 (Japan),洛克人X2
Rockman X3 (Japan),洛克人X3
Rockman's Soccer (Japan),洛克人足球
Rocko's Modern Life - Spunky's Dangerous Day (USA),洛可的摩登生活
Rocky Rodent (USA),阿飞的魔法头
Roger Clemens' MVP Baseball (USA),罗格的MVP棒球
Roger Clemens' MVP Baseball (USA) (Rev 1),罗格的MVP棒球
Rokudenashi Blues - Taiketsu! Tokyo Shitennou (Japan),铁拳对刚拳
Romance of the Three Kingdoms II (USA),三国志2
Romance of the Three Kingdoms III - Dragon of Destiny (USA),三国志3
Romance of the Three Kingdoms IV - Wall of Fire (USA),三国志4
Romancing Sa-Ga (Japan),浪漫沙加
Romancing Sa-Ga (Japan) (Rev 1),浪漫沙加
Romancing Sa-Ga 2 (Japan),浪漫沙加2
Romancing Sa-Ga 3 (Japan),浪漫沙加3
Romancing Sa-Ga 3 (Japan) (Rev 1),浪漫沙加3
Royal Conquest (Japan) (En),皇家战士
RPG Tsukuru - Super Dante (Japan),RPG工具
RPG Tsukuru 2 (Japan),RPG工具2
Rudra no Hihou (Japan),魔诫圣战
Ruin Arm (Japan),毁灭武器
Run Saber (Europe),天龙斩
Run Saber (USA),天龙斩
Rushing Beat (Japan),快打刑事
Rushing Beat Ran - Fukusei Toshi (Japan),快打刑事-乱
Rushing Beat Shura (Japan),快打刑事-修罗
Ryuukiheidan Dunzarv (Japan),桑德拉传说
Ryuuko no Ken (Japan),龙虎之拳
Ryuuko no Ken 2 (Japan),龙虎之拳2
S.O.S - Sink or Swim (Europe),沉船危机
S.O.S - Sink or Swim (USA),沉船危机
Saibara Rieko no Mahjong Hourouki (Japan),雀皇战
Saikousoku Shikou Shougi Mahjong (Japan),极速四国象棋麻将
Saikyou - Takada Nobuhiko (Japan),高田延彦-最强摔角
Sailormoon (France),美少女战士
Sakurai Shouichi no Jankiryuu Mahjong Hisshouhou (Japan),雀鬼流-麻雀必胜法
Same Game (Japan),鲛龟
Samsara Naga 2 (Japan),育龙战记2
Samurai Shodown (Europe),侍魂
Samurai Shodown (USA),侍魂
Samurai Spirits (Japan),侍魂
Sangokushi Eiketsuden (Japan),三国志英杰传
Sangokushi III (Hong Kong),三国志3
Sangokushi III (Japan),三国志3
Sangokushi III (Japan) (Rev 1),三国志3
Sangokushi IV (Japan),三国志4
Sangokushi Seishi - Tenbu Spirits (Japan),天舞三国志
Sankyo Fever! Fever! (Japan),柏青哥狂热
Sanrio Shanghai (Japan),三利欧-上海
Sanrio World Smash Ball! (Japan),三利欧世界-爆裂斗球
Sanspo Fishing - Keiryuu Ou (Japan),三报钓鱼-鲑鱼王
Saturday Night Slam Masters (Europe),霸王摔角
Saturday Night Slam Masters (USA),霸王摔角
Scooby-Doo Mystery (USA),鬼屋特攻队
SD F-1 Grand Prix (Japan),迷你动物F1实况GP赛
SD Gundam - Power Formation Puzzle (Japan),SD高达方块
SD Gundam G Next (Japan),SD高达G世代
SD Gundam Gaiden - Knight Gundam Monogatari - Ooinaru Isan (Japan),SD高达外传
SD Gundam Gaiden - Knight Gundam Monogatari - Ooinaru Isan (Japan) (Rev 1),SD高达外传
SD Gundam Gaiden 2 - Entaku no Kishi (Japan),SD高达外传2
SD Gundam GX (Japan),SD高达GX
SD Hiryuu no Ken (Japan),SD飞龙拳
SD Kidou Senshi Gundam - V Sakusen Shidou (Japan),SD机动战士V
SD Kidou Senshi Gundam 2 (Japan),SD机动战记2
SD The Great Battle - Aratanaru Chousen (Japan),SD英雄大战
seaQuest DSV (Europe),深海潜舰
seaQuest DSV (USA),深海潜舰
Secret of Evermore (Europe),永远的神秘
Secret of Evermore (France),永远的神秘
Secret of Evermore (Germany),永远的神秘
Secret of Evermore (Spain) (Rev 1),永远的神秘
Secret of Evermore (USA),永远的神秘
Secret of Mana (Europe),圣剑传说2
Secret of Mana (Europe) (Rev 1),圣剑传说2
Secret of Mana (France),圣剑传说2
Secret of Mana (France) (Rev 1),圣剑传说2
Secret of Mana (Germany),圣剑传说2
Secret of Mana (USA),圣剑传说2
Seifuku Densetsu - Pretty Fighter (Japan),制服传说
Seijuu Maden Beasts & Blades (Japan),圣兽魔传
Seiken Densetsu 2 (Japan),圣剑传说2
Seiken Densetsu 3 (Japan),圣剑传说3
Sengoku Denshou (Japan),战国传承
Sengoku no Hasha - Tenkafubu e no Michi (Japan),战国霸王传-天罚之路
"Sensible Soccer - European Champions (Europe) (En,Fr,De,It)",足球经理-欧洲冠军
Septentrion (Japan),沉船危机
Serizawa Nobuo no Birdie Try (Japan),芹泽信雄的高尔夫
Sgt. Saunders' Combat! (Japan),勇者无惧
Shadowrun (Europe),死而复生
Shadowrun (Germany),死而复生
"Shadowrun (Japan) (En,Ja)",死而复生
Shadowrun (Sweden),死而复生
Shadowrun (USA),死而复生
Shanghai - Banri no Choujou (Japan),上海之万里长城
Shanghai - Banri no Choujou (Japan) (Rev 1),上海之万里长城
Shanghai II - Dragon's Eye (Europe),上海2-龙之眼
Shanghai II - Dragon's Eye (USA),上海2-龙之眼
Shanghai III (Japan),上海3
Shaq-Fu (Europe),单福
Shaq-Fu (USA),单福
Shichuusuimei-gaku Nyuumon - Shin Tougenkyou (Japan),四柱推命学入门-真桃源乡
Shien - The Blade Chaser (Japan),紫炎
Shien's Revenge (USA),紫炎
Shijou Saikyou League Serie A - Ace Striker (Japan),史上最强足球王
Shijou Saikyou no Quiz Ou Ketteisen Super (Japan),史上最强问答王决定战
Shiki Eiyuuden (Japan),史记英雄传-人龙传说
Shimono Masaki no Fishing to Bassing (Japan),巴斯钓鱼大会赛
Shin Ikkakusenkin (Japan),真一获千金
Shin Kidou Senki Gundam W - Endless Duel (Japan),新机动战记-高达W
Shin Mahjong (Japan),真麻雀
Shin Megami Tensei (Japan),真女神转生
Shin Megami Tensei (Japan) (Rev 1),真女神转生
Shin Megami Tensei if... (Japan),真女神转生if
Shin Megami Tensei II (Japan),真女神转生2
Shin Momotarou Densetsu (Japan),新桃太郎传说
Shin Nekketsu Kouha - Kunio-tachi no Banka (Japan),新热血硬派-国夫的挽歌
Shin Nihon Pro Wrestling - Chou Senshi in Tokyo Dome - Fantastic Story (Japan),超战士IN斗强导梦
Shin Nihon Pro Wrestling Kounin - '94 Battlefield in Tokyo Dome (Japan),94摔角战场in斗强导梦
Shin Nihon Pro Wrestling Kounin - '95 Tokyo Dome Battle 7 (Japan),95斗强导梦
Shin SD Sengokuden - Daishougun Retsuden (Japan),新SD战国传-大将军列传
Shin Shougi Club (Japan),新将棋俱乐部
Shin Star Trek - Ooinaru Isan IFD no Nazo o Oe (Japan),星舰迷航记
Shinchou Kouki (Japan),信长公记
"Shinri Game 2, The - Magical Trip (Japan)",心理游戏2
"Shinri Game 3, The (Japan)",心理游戏3
